phase,experiment,method,seed,episode,scenario_seed,initial_observation_sha256,env_reward,training_reward,steps,termination_reason,policy_safety_stop,collision,crash_vehicle,crash_object,out_of_road,goal_reached,max_steps_reached,step_cost,rmst_event_definition,rmst_event_observed,event_or_censor_time_steps,wall_time_seconds,cpu_time_seconds,average_loss,average_rnd_loss,average_rnd_bonus,replay_buffer_size,learn_steps,gamma,learning_rate,epsilon,rnd_beta,noisy_sigma_init,network_frozen,updates_during_test,action_source_counts,mean_lane_boundary_clearance,minimum_lane_boundary_clearance,mean_nearest_collision_hazard_center_distance,minimum_nearest_collision_hazard_center_distance,mean_absolute_lane_offset,maximum_absolute_lane_offset,mean_absolute_heading_error,maximum_absolute_heading_error,mean_ego_speed,maximum_ego_speed
train,Karthikeya27adv8,Karthikeya27adv8,33,0,33,fc6f2c8254ef4c2585b8bd7ed5bb373f2ccb0f93ee71c75f146402950d519cb4,0.012956807774861414,0.012956807774861414,500,max_steps,False,False,False,False,False,False,True,0.0,collision,False,500,3.002994601993123,2.9377309029999994,5.827908014890531e-07,0.0,0.0,500,437,0.99,5e-05,0.0,0.0,0.0,False,,"{""normalizer_warmup_argmax"": 500}",1.7498563385009767,1.7496883869171143,64.1240034790039,64.06687927246094,0.0001436614990234375,0.0003116130828857422,0.00022567040946887574,0.00024168187519535422,0.013123067174106837,0.16416990756988525
train,Karthikeya27adv8,Karthikeya27adv8,33,1,34,afb0d373edb44cc865b2e61d03d24d7b342690bc15699578c2dae1e0dd7d569e,0.012951088024295034,0.012951088024295034,500,max_steps,False,False,False,False,False,False,True,0.0,collision,False,500,2.95432785799494,2.874231353999999,5.292520164790204e-08,0.0,0.0,1000,937,0.99,5e-05,0.0,0.0,0.0,False,,"{""normalizer_warmup_argmax"": 500}",1.7498596158027648,1.7496883869171143,93.1209217376709,93.07811737060547,0.0001403830080635089,0.00031162737286649644,0.00022567040946887574,0.00024168187519535422,0.01312307130265981,0.1641700714826584
train,Karthikeya27adv8,Karthikeya27adv8,33,2,35,fc6f2c8254ef4c2585b8bd7ed5bb373f2ccb0f93ee71c75f146402950d519cb4,0.012950608789163959,0.012950608789163959,500,max_steps,False,False,False,False,False,False,True,0.0,collision,False,500,3.0060570770001505,2.925230082999999,5.5515696574026666e-08,0.0,0.0,1500,1437,0.99,5e-05,0.0,0.0,0.0,False,,"{""normalizer_warmup_argmax"": 500}",1.749856119632721,1.7496883869171143,54.99347732543945,54.97861862182617,0.00014388036727905272,0.0003116130828857422,0.00022567014315427514,0.00024168187519535422,0.013123067571781576,0.16416990756988525
train,Karthikeya27adv8,Karthikeya27adv8,33,3,36,39d9368d55d29a1e0a45845149fa4dad9b16d277b5601c5fed372b9becd3bb53,0.012955857129237693,0.012955857129237693,500,max_steps,False,False,False,False,False,False,True,0.0,collision,False,500,2.63749486800225,2.5589694069999993,8.059672396809602e-08,0.0,0.0,2000,1937,0.99,5e-05,0.0,0.0,0.0,False,,"{""threshold_warmup_argmax"": 500}",1.7498702449798584,1.7496886253356934,67.43650685119628,67.42802429199219,0.00012975502014160156,0.0003113746643066406,0.00022563206003542292,0.00024168187519535422,0.01312307199742645,0.16417020559310913
train,Karthikeya27adv8,Karthikeya27adv8,33,4,37,afb0d373edb44cc865b2e61d03d24d7b342690bc15699578c2dae1e0dd7d569e,0.012951564570121013,0.012951564570121013,500,max_steps,False,False,False,False,False,False,True,0.0,collision,False,500,2.9399479669955326,2.862725610000002,9.927044238811078e-08,0.0,0.0,2500,2437,0.99,5e-05,0.0,0.0,0.0,False,,"{""threshold_warmup_argmax"": 500}",1.749859668970108,1.7496883869171143,55.47550092315674,55.44114685058594,0.0001403319825167273,0.0003116274601779878,0.0002256712084126775,0.00024168187519535422,0.013123070732690393,0.16417008638381958
train,Karthikeya27adv8,Karthikeya27adv8,33,5,38,7d68bf58fc27a3ab8e8bc67ffae1a9a0612c809013ce4008d78dcb7a11d31090,0.012955380069601584,0.012955380069601584,500,max_steps,False,False,False,False,False,False,True,0.0,collision,False,500,2.927362300993991,2.8518832319999987,9.267528406331493e-08,0.0,0.0,3000,2937,0.99,5e-05,0.0,0.0,0.0,False,,"{""threshold_warmup_argmax"": 500}",1.7498598606586457,1.7496883869171143,44.99196352386475,44.98847961425781,0.0001401383239644929,0.00031162743107415736,0.0002256504358010716,0.00024168187519535422,0.013123071785084903,0.16417008638381958
train,Karthikeya27adv8,Karthikeya27adv8,33,6,39,27c13e0804457e50998c182ec3ec90441bed77828ec91e69cca45d68dddad19d,-0.019533415613573697,-0.019533415613573697,500,max_steps,False,False,False,False,False,False,True,0.0,collision,False,500,6.218323695007712,67.123047062,1.6295280148725943e-05,0.0,0.0,3500,3437,0.99,5e-05,0.0,0.0,0.0,False,,"{""candidate_created_argmax__candidate_unknown"": 323, ""candidate_matched_argmax__candidate_unknown"": 137, ""permanent_pool_best_available"": 4, ""promoted_pool_first_best_available"": 36}",1.583742929458618,1.5131378173828125,45.59796664428711,45.50685501098633,0.16625707054138184,0.2368621826171875,0.12569314100684278,0.18551607429981232,0.1116711763215717,0.6792339086532593
train,Karthikeya27adv8,Karthikeya27adv8,33,7,40,fc6f2c8254ef4c2585b8bd7ed5bb373f2ccb0f93ee71c75f146402950d519cb4,0.7373421088613518,0.7373421088613518,500,max_steps,False,False,False,False,False,False,True,0.0,collision,False,500,3.9194811549969018,45.11183634699999,1.6669211123740978e-06,0.0,0.0,4000,3937,0.99,5e-05,0.0,0.0,0.0,False,,"{""candidate_created_argmax__candidate_unknown"": 483, ""candidate_matched_argmax__candidate_unknown"": 12, ""promoted_pool_first_best_available"": 5}",0.9913112950325013,0.37888193130493164,55.03835338592529,54.774566650390625,0.7586887049674987,1.3711180686950684,0.45622555428703343,0.8593945503234863,0.4468353563742712,0.7166159749031067
train,Karthikeya27adv8,Karthikeya27adv8,33,8,41,afb0d373edb44cc865b2e61d03d24d7b342690bc15699578c2dae1e0dd7d569e,-49.91241106694363,-49.91241106694363,130,out_of_road,False,False,False,False,True,False,False,1.0,collision,False,130,1.4602482920017792,15.07925916100001,1.9576219303784317e-06,0.0,0.0,4130,4067,0.99,5e-05,0.0,0.0,0.0,False,,"{""candidate_created_argmax__candidate_unknown"": 125, ""candidate_matched_argmax__candidate_unknown"": 4, ""promoted_pool_first_best_available"": 1}",1.6007599491339464,1.3919551372528076,73.28106261033278,73.25243377685547,0.1492400523775499,0.35804492235183716,0.07552899788393355,0.19740988314151764,0.4236963893157036,0.6299327611923218
train,Karthikeya27adv8,Karthikeya27adv8,33,9,42,b245e635fb3b01054279dd65fba6146e5cdb7e4134c6232fb2927a6dc06960c8,0.535181164854686,0.535181164854686,500,max_steps,False,False,False,False,False,False,True,0.0,collision,False,500,4.490940622999915,49.622974419,0.013981522404049656,0.0,0.0,4630,4567,0.99,5e-05,0.0,0.0,0.0,False,,"{""candidate_created_argmax__candidate_unknown"": 490, ""candidate_matched_argmax__candidate_unknown"": 10}",1.0068994903564452,0.27662014961242676,45.03864998626709,44.819759368896484,0.7431005096435547,1.4733798503875732,0.4276675016268782,0.897352397441864,0.5029612796157599,0.8693430423736572
