phase,experiment,method,seed,episode,scenario_seed,initial_observation_sha256,env_reward,training_reward,steps,termination_reason,collision,crash_vehicle,crash_object,out_of_road,goal_reached,max_steps_reached,rmst_event_definition,rmst_event_observed,event_or_censor_time_steps,wall_time_seconds,cpu_time_seconds,average_loss,average_rnd_loss,average_rnd_bonus,replay_buffer_size,learn_steps,epsilon,rnd_beta,noisy_sigma_init,network_frozen,updates_during_test,action_source_counts
train,rnd,DQN + RND,3,0,3,fc6f2c8254ef4c2585b8bd7ed5bb373f2ccb0f93ee71c75f146402950d519cb4,20.427175105158994,21.449419803303762,91,collision,True,True,False,False,False,False,collision,True,91,0.6313556579989381,0.7090457729998434,0.225898200912135,0.005567657723856557,0.011233458221371317,91,28,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 76, ""epsilon_random"": 15}"
train,rnd,DQN + RND,3,1,4,fc6f2c8254ef4c2585b8bd7ed5bb373f2ccb0f93ee71c75f146402950d519cb4,-6.738476620602519,-6.731264769102019,70,out_of_road,False,False,False,True,False,False,collision,False,70,0.7196017649985151,0.6982581550000759,0.4464073597852673,6.391626186216723e-05,0.0001030264500070744,161,98,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 58, ""epsilon_random"": 12}"
train,rnd,DQN + RND,3,2,5,afb0d373edb44cc865b2e61d03d24d7b342690bc15699578c2dae1e0dd7d569e,17.52510802761745,17.538334471269074,81,collision,True,False,True,True,False,False,collision,True,81,0.8812535470060539,0.8559877840000354,0.665575988130805,7.984268925465136e-05,0.00016328942779805772,242,179,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 62, ""epsilon_random"": 19}"
train,rnd,DQN + RND,3,3,6,332d9ddb91a1d9e6ed2c8f4c0af12d0287ced9ed60fc8141444abb1578736d90,12.114857192307689,12.139614081872658,76,collision,True,True,False,False,False,False,collision,True,76,0.719970218007802,0.6978531469999325,0.6353007977534282,0.00014183729095556803,0.0003257485469076262,318,255,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 67, ""epsilon_random"": 9}"
train,rnd,DQN + RND,3,4,7,39d9368d55d29a1e0a45845149fa4dad9b16d277b5601c5fed372b9becd3bb53,-45.80787332024286,-45.78530379175426,56,out_of_road,False,False,False,True,False,False,collision,False,56,0.47874165599932894,0.4613743790000626,0.662081181603883,0.00016775917505843348,0.00040302729443939515,374,311,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 41, ""epsilon_random"": 15}"
train,rnd,DQN + RND,3,5,8,fc6f2c8254ef4c2585b8bd7ed5bb373f2ccb0f93ee71c75f146402950d519cb4,8.383727096090645,8.400688209409296,89,collision,True,True,False,False,False,False,collision,True,89,0.8386192200123332,0.8124295929999334,0.6540740801209814,6.928033507152536e-05,0.00019057430695111263,463,400,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 72, ""epsilon_random"": 17}"
train,rnd,DQN + RND,3,6,9,fc6f2c8254ef4c2585b8bd7ed5bb373f2ccb0f93ee71c75f146402950d519cb4,23.086231957771133,23.104119083124893,127,out_of_road,False,False,False,True,False,False,collision,False,127,1.4540532550017815,1.4168850629998815,0.6463101372474761,4.9102422904106216e-05,0.0001408435067225555,590,527,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 96, ""epsilon_random"": 31}"
train,rnd,DQN + RND,3,7,10,3931a3791585fa95aa138206dc25e7daea9e1be61370ddb6f62b4aa6856102eb,25.97647255411212,25.993150314063563,80,collision,True,True,False,False,False,False,collision,True,80,0.8717400919995271,0.8483517269999084,0.6121281013824046,6.384574007824994e-05,0.00020847199939271025,670,607,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 68, ""epsilon_random"": 12}"
train,rnd,DQN + RND,3,8,11,afb0d373edb44cc865b2e61d03d24d7b342690bc15699578c2dae1e0dd7d569e,-25.668396937705754,-25.653553260221265,51,out_of_road,False,False,False,True,False,False,collision,False,51,0.5995487379987026,0.5849635639999633,0.6940882473307497,8.728982738473718e-05,0.00029105249969580744,721,658,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 41, ""epsilon_random"": 10}"
train,rnd,DQN + RND,3,9,12,7987706ce411bbc850f8b77eb1c36aba6e88c1134345f1c4f46936d305cacdc2,-3.541515044027612,-3.5115665989587512,64,collision,True,True,False,False,False,False,collision,True,64,0.74882210000942,0.7305307930000708,0.6895649194484577,0.00013161106160808345,0.00046794445420068854,785,722,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 56, ""epsilon_random"": 8}"
train,rnd,DQN + RND,3,10,13,39d9368d55d29a1e0a45845149fa4dad9b16d277b5601c5fed372b9becd3bb53,89.94370273863046,90.16364504196297,162,collision,True,True,False,False,False,False,collision,True,162,1.5506428679946112,1.5040297949999513,0.6144110356905946,0.0003571200211789251,0.0013576685390895324,947,884,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 130, ""epsilon_random"": 32}"
