phase,experiment,method,seed,episode,scenario_seed,initial_observation_sha256,env_reward,training_reward,steps,termination_reason,collision,crash_vehicle,crash_object,out_of_road,goal_reached,max_steps_reached,rmst_event_definition,rmst_event_observed,event_or_censor_time_steps,wall_time_seconds,cpu_time_seconds,average_loss,average_rnd_loss,average_rnd_bonus,replay_buffer_size,learn_steps,epsilon,rnd_beta,noisy_sigma_init,network_frozen,updates_during_test,action_source_counts
train,noisy,NoisyNet DQN,67,0,67,39d9368d55d29a1e0a45845149fa4dad9b16d277b5601c5fed372b9becd3bb53,-48.98747887438019,-48.98747887438019,79,out_of_road,False,False,False,True,False,False,collision,False,79,0.3964655890013091,0.4766685030000417,0.09545942128170282,0.0,0.0,79,16,0.0,0.0,0.5,False,,"{""noisy_argmax"": 79}"
train,noisy,NoisyNet DQN,67,1,68,39d9368d55d29a1e0a45845149fa4dad9b16d277b5601c5fed372b9becd3bb53,-49.2187438481615,-49.2187438481615,18,out_of_road,False,False,False,True,False,False,collision,False,18,0.3733747609949205,0.3708282530000133,0.6074967675117983,0.0,0.0,97,34,0.0,0.0,0.5,False,,"{""noisy_argmax"": 18}"
train,noisy,NoisyNet DQN,67,2,69,fc6f2c8254ef4c2585b8bd7ed5bb373f2ccb0f93ee71c75f146402950d519cb4,-46.6299246958681,-46.6299246958681,125,out_of_road,False,False,False,True,False,False,collision,False,125,1.1168030370026827,1.099882430999969,0.788596148673445,0.0,0.0,222,159,0.0,0.0,0.5,False,,"{""noisy_argmax"": 125}"
train,noisy,NoisyNet DQN,67,3,70,fc6f2c8254ef4c2585b8bd7ed5bb373f2ccb0f93ee71c75f146402950d519cb4,-44.61348079442413,-44.61348079442413,140,out_of_road,False,False,False,True,False,False,collision,False,140,1.3194928279990563,1.2989624959999446,0.47691854792064986,0.0,0.0,362,299,0.0,0.0,0.5,False,,"{""noisy_argmax"": 140}"
train,noisy,NoisyNet DQN,67,4,71,39d9368d55d29a1e0a45845149fa4dad9b16d277b5601c5fed372b9becd3bb53,-48.128706242825075,-48.128706242825075,94,out_of_road,False,False,False,True,False,False,collision,False,94,0.9402706800028682,0.9268792729999404,0.48573296084167794,0.0,0.0,456,393,0.0,0.0,0.5,False,,"{""noisy_argmax"": 94}"
train,noisy,NoisyNet DQN,67,5,72,39d9368d55d29a1e0a45845149fa4dad9b16d277b5601c5fed372b9becd3bb53,-47.86923361699586,-47.86923361699586,84,out_of_road,False,False,False,True,False,False,collision,False,84,0.9085496019979473,0.8973228410000047,0.5577413530970391,0.0,0.0,540,477,0.0,0.0,0.5,False,,"{""noisy_argmax"": 84}"
train,noisy,NoisyNet DQN,67,6,73,39d9368d55d29a1e0a45845149fa4dad9b16d277b5601c5fed372b9becd3bb53,-48.67891251852664,-48.67891251852664,69,out_of_road,False,False,False,True,False,False,collision,False,69,0.6812643060038681,0.6796847619999653,0.54750623046488,0.0,0.0,609,546,0.0,0.0,0.5,False,,"{""noisy_argmax"": 69}"
train,noisy,NoisyNet DQN,67,7,74,728efdda7d6ec2dfc55952e77e897864d741882d176d4af2113342f8c64a0a61,-48.51037010436399,-48.51037010436399,30,out_of_road,False,False,False,True,False,False,collision,False,30,0.4089908770038164,0.40880394999999226,0.5312284272319326,0.0,0.0,639,576,0.0,0.0,0.5,False,,"{""noisy_argmax"": 30}"
train,noisy,NoisyNet DQN,67,8,75,39d9368d55d29a1e0a45845149fa4dad9b16d277b5601c5fed372b9becd3bb53,-48.221380083689276,-48.221380083689276,44,out_of_road,False,False,False,True,False,False,collision,False,44,0.4339948690030724,0.42864572799999223,0.7852232844293625,0.0,0.0,683,620,0.0,0.0,0.5,False,,"{""noisy_argmax"": 44}"
train,noisy,NoisyNet DQN,67,9,76,39d9368d55d29a1e0a45845149fa4dad9b16d277b5601c5fed372b9becd3bb53,-48.587164316156205,-48.587164316156205,50,out_of_road,False,False,False,True,False,False,collision,False,50,0.5484469830043963,0.5418761990000576,0.716772353858687,0.0,0.0,733,670,0.0,0.0,0.5,False,,"{""noisy_argmax"": 50}"
